Timestamps,Bytes_Sent (TCP),Bytes_Sent (UDP),Bytes_Sent (Other),Bytes_Received (TCP),Bytes_Received (UDP),Bytes_Received (Other),Packets_Sent (TCP),Packets_Sent (UDP),Packets_Sent (Other),Packets_Received (TCP),Packets_Received (UDP),Packets_Received (Other)
3/3/2024 2:45,933,734,182,1164,742,138,48,36,20,39,27,12
3/3/2024 2:50,636,837,280,1091,699,279,60,17,13,57,32,19
3/3/2024 2:55,734,891,260,999,605,127,47,21,21,30,21,30
3/3/2024 3:00,1015,520,116,983,472,169,47,15,15,29,41,25
3/3/2024 3:05,781,457,185,603,854,267,27,18,19,37,18,26
3/3/2024 3:10,1199,819,288,730,797,178,46,14,11,57,36,19
3/3/2024 3:15,893,738,167,1134,753,286,43,38,14,65,36,14
3/3/2024 3:20,663,820,253,770,522,207,44,34,22,63,23,23
3/3/2024 3:25,849,777,214,677,538,255,43,41,15,47,36,15
3/3/2024 3:30,1110,545,178,648,669,160,52,31,24,30,15,28
3/3/2024 3:35,857,453,153,1044,829,247,57,25,29,48,37,19
3/3/2024 3:40,1123,918,190,786,594,161,40,16,9,54,36,24
3/3/2024 3:45,969,916,260,717,811,135,32,19,23,43,23,9
3/3/2024 3:50,848,711,242,673,618,121,38,30,28,60,19,8
3/3/2024 3:55,894,823,227,1114,609,110,57,29,12,66,16,22
3/3/2024 4:00,1094,647,105,954,737,241,67,40,22,65,34,18
3/3/2024 4:05,723,829,195,1128,478,145,63,20,30,39,35,20
3/3/2024 4:10,861,593,188,1088,818,258,36,29,8,25,34,23
3/3/2024 4:15,806,788,160,754,566,202,57,27,18,22,29,27
3/3/2024 4:20,660,794,224,887,862,265,43,35,21,22,30,15
3/3/2024 4:25,930,555,163,887,633,126,63,31,19,30,18,23
3/3/2024 4:30,1081,478,285,861,676,112,31,21,22,60,16,10
3/3/2024 4:35,794,829,213,979,911,178,25,24,8,38,37,20
3/3/2024 4:40,615,904,299,1066,548,275,67,25,22,24,29,20
3/3/2024 4:45,936,834,125,882,759,177,41,18,15,52,30,24
3/3/2024 4:50,899,716,239,698,586,168,47,35,29,47,34,8
3/3/2024 4:55,641,467,101,1082,528,176,47,29,28,51,24,8
3/3/2024 5:00,678,783,279,876,770,199,40,27,23,49,34,16
3/3/2024 5:05,1127,586,139,799,682,270,65,31,22,47,23,18
3/3/2024 5:10,1096,805,250,849,535,277,32,29,16,39,14,18
3/3/2024 5:15,673,720,173,762,729,259,30,18,8,26,38,13
3/3/2024 5:20,708,849,247,996,563,118,66,19,17,45,29,16
3/3/2024 5:25,1112,566,252,858,458,115,45,33,9,37,24,29
3/3/2024 5:30,1031,854,126,1127,536,269,51,18,12,47,19,13
3/3/2024 5:35,614,825,294,895,498,279,27,27,26,46,30,13
3/3/2024 5:40,867,902,293,1037,495,118,47,25,16,60,15,24
3/3/2024 5:45,759,613,122,1087,499,220,39,24,28,35,17,18
3/3/2024 5:50,676,705,262,778,759,253,35,41,18,40,23,14
3/3/2024 5:55,736,514,260,1156,830,108,43,32,29,26,36,9
3/3/2024 6:00,691,524,217,1197,766,248,45,27,21,36,31,28
3/3/2024 6:05,1064,535,169,1005,812,256,27,38,9,56,41,15
3/3/2024 6:10,688,841,107,1004,871,267,30,15,19,27,31,23
3/3/2024 6:15,683,682,239,696,798,300,51,41,11,44,40,18
3/3/2024 6:20,735,560,105,611,833,116,57,38,12,57,33,28
3/3/2024 6:25,1013,846,145,887,761,143,50,28,16,62,35,23
3/3/2024 6:30,989,816,265,1166,527,165,36,14,24,58,36,18
3/3/2024 6:35,622,858,117,940,518,219,26,28,9,26,21,15
3/3/2024 6:40,827,779,236,1172,532,248,53,32,25,33,40,29
3/3/2024 6:45,720,684,117,856,684,129,66,24,10,31,20,18
3/3/2024 6:50,904,650,190,862,774,192,64,17,14,31,38,21
3/3/2024 6:55,777,849,101,673,538,156,49,33,24,24,14,19
3/3/2024 7:00,771,464,253,877,594,225,32,38,30,26,37,10
3/3/2024 7:05,968,609,263,1007,538,117,55,19,13,36,33,20
3/3/2024 7:10,1161,674,239,1132,635,231,65,14,10,48,40,13
3/3/2024 7:15,1076,792,211,1060,817,142,63,32,14,42,19,21
3/3/2024 7:20,735,897,202,875,727,270,47,27,28,46,26,24
3/3/2024 7:25,1046,768,103,1028,613,137,33,37,30,62,28,9
3/3/2024 7:30,701,710,125,908,685,225,55,37,11,45,41,27
3/3/2024 7:35,768,730,117,1096,490,245,27,40,18,36,33,21
3/3/2024 7:40,644,864,192,1061,574,262,62,15,15,59,19,13
3/3/2024 7:45,783,777,129,661,550,168,24,29,21,27,37,27
3/3/2024 7:50,1111,756,231,1160,764,141,66,28,13,51,29,17
3/3/2024 7:55,1004,890,298,1042,850,106,40,28,10,61,28,12
3/3/2024 8:00,1070,828,267,1162,699,152,25,18,27,41,29,23
3/3/2024 8:05,913,670,188,666,893,264,66,22,23,32,39,26
3/3/2024 8:10,724,610,133,995,772,269,26,27,24,57,41,28
3/3/2024 8:15,813,903,172,654,823,300,59,17,20,60,20,20
3/3/2024 8:20,1109,669,272,734,743,258,54,36,10,32,25,8
3/3/2024 8:25,1117,485,106,1132,708,144,42,23,20,35,40,24
3/3/2024 8:30,974,815,220,892,450,101,67,35,11,67,33,27
3/3/2024 8:35,1048,839,248,1166,605,163,53,28,29,34,24,25
3/3/2024 8:40,939,670,268,1165,822,299,40,36,8,35,16,19
3/3/2024 8:45,968,490,189,779,556,109,56,39,23,36,41,8
3/3/2024 8:50,726,731,231,986,625,300,28,29,12,26,37,15
3/3/2024 8:55,1047,830,267,798,658,215,43,33,30,50,40,11
3/3/2024 9:00,1097,841,272,868,471,288,46,34,21,34,25,20
3/3/2024 9:05,983,695,276,1069,732,275,27,25,21,31,30,8
3/3/2024 9:10,822,543,253,1087,862,241,40,21,19,38,32,15
3/3/2024 9:15,1186,645,153,782,641,255,62,24,21,42,39,21
3/3/2024 9:20,848,614,257,1075,541,132,43,17,15,43,15,9
3/3/2024 9:25,1021,816,132,1138,538,251,54,34,21,44,40,15
3/3/2024 9:30,706,524,286,665,516,175,25,38,9,65,18,21
3/3/2024 9:35,865,800,270,865,825,101,35,32,16,35,33,21
3/3/2024 9:40,1058,711,198,641,581,296,62,28,16,68,38,19
3/3/2024 9:45,686,492,200,1147,919,211,56,21,21,45,35,22
3/3/2024 9:50,907,709,250,639,825,161,51,28,30,55,29,14
3/3/2024 9:55,621,510,162,682,660,218,43,26,15,31,25,11
3/3/2024 10:00,642,719,263,913,590,143,57,19,8,37,33,29
3/3/2024 10:05,954,513,180,627,636,285,52,40,15,49,32,29
3/3/2024 10:10,1111,717,288,785,554,185,25,36,20,42,28,30
3/3/2024 10:15,1135,617,173,908,588,165,60,33,27,60,26,13
3/3/2024 10:20,960,698,187,821,472,211,66,25,10,54,22,23
3/3/2024 10:25,975,746,281,906,718,255,64,37,16,62,33,15
3/3/2024 10:30,1155,596,107,723,511,137,58,18,23,57,17,27
3/3/2024 10:35,1164,872,183,841,797,176,39,38,15,56,19,21
3/3/2024 10:40,1067,546,108,1152,890,137,52,23,13,36,30,28
3/3/2024 10:45,918,833,273,692,703,260,49,39,27,32,14,30
3/3/2024 10:50,1161,552,205,932,522,206,28,31,25,68,19,12
3/3/2024 10:55,693,558,269,1089,512,219,53,37,13,38,29,10
3/3/2024 11:00,774,881,148,747,494,102,47,17,25,47,15,15
3/3/2024 11:05,1014,473,293,893,583,284,57,29,12,25,27,18
3/3/2024 11:10,613,844,288,709,503,152,54,30,16,43,18,23
3/3/2024 11:15,1001,698,284,742,889,107,41,28,8,34,14,29
3/3/2024 11:20,954,765,238,825,765,134,56,15,12,37,33,23
3/3/2024 11:25,915,845,184,749,705,119,36,19,17,24,34,27
3/3/2024 11:30,905,493,163,769,477,258,56,19,15,65,41,17
3/3/2024 11:35,800,531,277,916,893,286,36,34,25,26,29,11
3/3/2024 11:40,748,783,259,1170,845,168,55,28,9,57,31,21
3/3/2024 11:45,643,916,246,601,531,116,28,33,29,50,35,14
3/3/2024 11:50,623,599,144,718,877,238,25,41,9,27,28,26
3/3/2024 11:55,794,496,197,624,758,183,50,18,26,51,38,19
3/3/2024 12:00,736,530,174,991,760,263,68,28,11,22,25,28
3/3/2024 12:05,850,840,281,1175,543,182,51,26,20,41,29,25
3/3/2024 12:10,720,808,194,1111,552,216,56,41,29,47,24,20
3/3/2024 12:15,911,916,215,780,475,129,53,29,10,40,22,13
3/3/2024 12:20,937,655,239,974,837,181,32,15,28,35,21,23
3/3/2024 12:25,1111,807,282,743,668,213,58,41,26,63,41,26
3/3/2024 12:30,1033,552,141,1082,475,116,47,22,9,28,21,27
3/3/2024 12:35,690,492,284,1081,590,242,44,24,28,63,19,22
3/3/2024 12:40,1155,715,209,1110,511,178,38,21,24,31,38,15
3/3/2024 12:45,1068,907,158,945,800,103,58,28,10,56,15,25
3/3/2024 12:50,977,589,139,1129,866,177,55,18,20,62,32,29
3/3/2024 12:55,1117,741,246,1075,741,211,52,23,30,34,31,24
3/3/2024 13:00,790,563,185,604,741,224,44,36,21,48,34,18
3/3/2024 13:05,1071,710,134,1126,886,244,62,26,14,28,16,21
3/3/2024 13:10,680,802,132,1060,704,124,47,35,17,55,35,9
3/3/2024 13:15,1111,901,238,1054,822,209,38,22,29,48,21,19
3/3/2024 13:20,962,713,240,1012,703,130,44,23,29,46,38,25
3/3/2024 13:25,941,515,293,1045,671,297,43,26,17,33,30,25
3/3/2024 13:30,1035,909,244,793,725,281,37,20,15,25,40,11
3/3/2024 13:35,1034,706,222,693,579,289,37,15,28,23,30,23
3/3/2024 13:40,1028,767,280,1054,828,122,30,19,10,62,16,15
3/3/2024 13:45,742,819,196,999,880,294,50,19,18,53,34,21
3/3/2024 13:50,772,735,245,1090,874,264,60,37,9,51,37,24
3/3/2024 13:55,1028,458,135,1177,783,268,25,37,17,51,27,17
3/3/2024 14:00,1007,894,281,1024,521,168,61,14,10,55,18,28
3/3/2024 14:05,1094,915,107,886,649,117,64,40,14,42,20,27
3/3/2024 14:10,1090,820,294,1196,896,141,67,25,26,35,18,10
3/3/2024 14:15,830,709,154,863,458,296,62,34,25,37,29,29
3/3/2024 14:20,916,737,189,1071,861,170,30,18,22,50,41,15
3/3/2024 14:25,972,770,223,820,577,125,60,20,24,37,25,14
3/3/2024 14:30,628,557,234,606,721,250,67,26,27,62,38,9
3/3/2024 14:35,769,896,109,1113,678,134,44,28,26,38,37,17
3/3/2024 14:40,1184,500,167,784,695,249,26,39,28,41,28,13
3/3/2024 14:45,1004,552,209,1113,872,117,43,24,21,48,17,22
3/3/2024 14:50,796,609,116,1013,849,216,29,15,30,45,27,29
3/3/2024 14:55,718,662,199,861,719,134,54,21,25,36,40,8
3/3/2024 15:00,1105,804,265,992,492,194,42,31,30,27,21,22
3/3/2024 15:05,624,696,272,1030,713,202,63,33,24,31,32,11
3/3/2024 15:10,1188,496,190,922,689,177,55,31,17,24,39,8
3/3/2024 15:15,1176,463,174,923,781,292,45,30,20,59,17,14
3/3/2024 15:20,1090,551,214,1102,875,122,54,24,12,61,27,24
3/3/2024 15:25,694,581,166,627,671,210,25,23,9,52,15,23
3/3/2024 15:30,849,664,210,640,700,234,68,39,28,39,22,28
3/3/2024 15:35,1120,600,288,965,628,295,58,22,28,52,14,17
3/3/2024 15:40,1053,849,134,1146,881,234,32,31,11,44,33,21
3/3/2024 15:45,847,919,189,1106,807,178,25,33,19,50,34,11
3/3/2024 15:50,1100,703,207,1002,617,133,35,20,28,57,14,18
3/3/2024 15:55,1176,787,258,1150,771,217,61,30,8,55,14,10
3/3/2024 16:00,713,612,171,1176,685,274,62,19,8,25,19,17
3/3/2024 16:05,823,524,123,616,627,289,53,36,24,51,21,17
3/3/2024 16:10,725,751,256,1143,744,278,63,24,19,38,17,10
3/3/2024 16:15,839,584,133,696,527,114,58,20,11,57,33,19
3/3/2024 16:20,1007,856,300,678,774,299,67,33,29,51,29,8
3/3/2024 16:25,777,740,159,883,725,191,42,16,29,51,36,14
3/3/2024 16:30,1157,733,280,780,506,285,61,18,9,38,32,29
3/3/2024 16:35,892,682,221,1181,603,150,62,18,26,49,19,11
3/3/2024 16:40,988,761,209,620,842,217,47,15,24,39,20,9
3/3/2024 16:45,1155,570,265,695,569,278,50,22,28,45,16,19
3/3/2024 16:50,889,658,153,1113,757,236,56,14,10,57,37,29
3/3/2024 16:55,883,602,223,685,768,174,42,25,28,44,39,21
3/3/2024 17:00,764,631,198,751,804,220,67,27,17,59,29,11
3/3/2024 17:05,945,703,112,683,715,140,52,19,8,43,38,10
3/3/2024 17:10,832,549,156,925,812,100,25,29,9,62,39,28
3/3/2024 17:15,1157,802,294,935,706,270,30,16,19,28,28,16
3/3/2024 17:20,967,761,256,830,489,221,44,38,18,59,16,23
3/3/2024 17:25,839,472,139,844,720,192,66,28,16,40,38,8
3/3/2024 17:30,957,633,172,797,471,248,61,26,21,30,28,19
3/3/2024 17:35,1199,698,121,1043,679,217,28,24,28,66,18,8
3/3/2024 17:40,959,851,182,1077,739,120,40,17,9,44,24,22
3/3/2024 17:45,701,729,257,797,712,218,39,19,17,28,28,17
3/3/2024 17:50,808,845,131,678,902,104,58,26,22,65,15,11
3/3/2024 17:55,972,894,194,1035,762,254,23,20,21,38,20,23
3/3/2024 18:00,1148,604,180,698,766,186,42,14,22,33,30,17
3/3/2024 18:05,1128,861,294,751,724,284,65,33,17,53,15,26
3/3/2024 18:10,973,746,157,1192,781,110,49,32,25,67,37,10
3/3/2024 18:15,1166,791,187,1043,902,122,48,31,14,45,16,14
3/3/2024 18:20,614,468,175,861,734,172,46,17,19,60,26,8
3/3/2024 18:25,1016,680,260,861,793,215,50,39,22,29,33,21
3/3/2024 18:30,1000,678,142,991,872,122,68,32,21,52,17,30
3/3/2024 18:35,753,883,264,651,685,272,52,36,18,50,41,24
3/3/2024 18:40,788,873,197,903,775,221,35,26,28,24,36,8
3/3/2024 18:45,834,660,152,754,767,206,55,28,27,37,34,16
3/3/2024 18:50,970,461,252,1095,693,109,52,39,28,34,39,19
3/3/2024 18:55,842,864,180,769,510,199,23,21,13,37,24,21
3/3/2024 19:00,870,866,266,785,457,291,31,25,30,23,18,24
3/3/2024 19:05,874,851,299,742,816,133,46,33,21,67,30,12
3/3/2024 19:10,929,549,266,1173,631,156,52,15,8,62,41,8
3/3/2024 19:15,630,679,184,712,749,266,30,28,25,48,27,12
3/3/2024 19:20,1163,743,231,910,620,238,65,30,22,54,17,13
3/3/2024 19:25,624,594,254,689,519,160,60,27,11,63,15,12
3/3/2024 19:30,867,763,144,763,571,286,37,31,20,38,34,14
3/3/2024 19:35,961,505,244,883,584,208,68,31,10,49,20,22
3/3/2024 19:40,1038,453,236,1021,473,127,24,21,8,54,27,22
3/3/2024 19:45,871,453,210,661,739,128,34,34,25,56,23,19
3/3/2024 19:50,722,880,259,861,472,255,66,19,14,28,19,12
3/3/2024 19:55,747,918,165,773,915,152,45,21,26,60,17,8
3/3/2024 20:00,1084,636,103,945,677,175,36,39,13,66,21,18
3/3/2024 20:05,767,596,192,830,608,227,24,36,25,52,35,8
3/3/2024 20:10,1007,525,141,1147,479,162,50,26,13,61,17,16
3/3/2024 20:15,1095,496,255,870,512,203,36,32,20,36,41,15
3/3/2024 20:20,1045,580,231,945,899,102,57,31,24,23,39,10
3/3/2024 20:25,822,621,174,779,822,136,22,16,9,51,14,22
3/3/2024 20:30,784,895,217,751,842,141,47,23,28,55,39,10
3/3/2024 20:35,753,843,139,827,816,170,62,41,19,68,31,20
3/3/2024 20:40,1136,585,211,1191,620,124,43,14,19,62,18,23
3/3/2024 20:45,724,855,246,1081,473,136,42,20,30,56,25,19
3/3/2024 20:50,624,535,232,849,820,159,61,22,16,34,18,19
3/3/2024 20:55,877,915,192,690,556,115,36,35,24,35,30,17
3/3/2024 21:00,989,540,156,935,518,130,53,27,23,23,29,11
3/3/2024 21:05,932,894,168,1024,764,157,29,23,9,46,20,16
3/3/2024 21:10,945,736,160,1016,817,176,32,31,10,45,19,22
3/3/2024 21:15,868,627,131,980,796,103,62,17,9,54,28,8
3/3/2024 21:20,613,655,228,724,521,253,26,28,17,31,32,17
3/3/2024 21:25,712,569,207,1037,702,254,45,22,16,36,41,15
3/3/2024 21:30,832,639,164,1077,803,155,39,29,9,65,22,20
3/3/2024 21:35,705,696,236,757,795,180,63,39,26,28,30,20
3/3/2024 21:40,602,674,235,621,668,201,63,17,12,55,21,20
3/3/2024 21:45,906,916,127,1049,801,262,54,18,9,43,29,23
3/3/2024 21:50,736,624,243,655,761,300,61,15,24,25,16,25
3/3/2024 21:55,1185,752,143,1009,694,286,49,16,14,42,16,25
3/3/2024 22:00,973,759,298,913,591,271,55,15,10,33,39,14
3/3/2024 22:05,957,508,162,1198,533,277,56,31,17,45,32,11
3/3/2024 22:10,960,695,260,685,904,273,33,31,19,34,26,18
3/3/2024 22:15,1026,661,194,1007,758,258,65,15,30,65,15,27
3/3/2024 22:20,1079,632,271,901,577,172,58,23,24,41,19,11
3/3/2024 22:25,915,802,146,713,758,200,39,23,25,22,35,8
3/3/2024 22:30,1011,462,166,643,730,179,44,31,15,40,21,30
3/3/2024 22:35,943,537,132,638,876,250,37,27,28,53,15,23
3/3/2024 22:40,765,775,280,1059,625,114,30,38,13,29,27,18
3/3/2024 22:45,1067,466,159,609,567,182,53,17,9,30,41,20
3/3/2024 22:50,845,749,299,1176,848,282,39,20,28,44,40,24
3/3/2024 22:55,937,617,257,639,724,165,53,23,9,24,41,20
3/3/2024 23:00,745,805,246,1050,592,159,28,39,14,28,37,17
3/3/2024 23:05,726,482,200,763,542,155,57,35,26,58,31,27
3/3/2024 23:10,662,536,142,729,765,298,28,35,17,29,39,9
3/3/2024 23:15,1189,686,223,1059,899,224,38,17,29,45,14,21
3/3/2024 23:20,790,542,150,1132,858,125,43,26,25,55,25,20
3/3/2024 23:25,883,894,238,1147,793,211,58,41,8,63,26,8
3/3/2024 23:30,934,729,297,1046,804,181,45,32,21,61,41,27
3/3/2024 23:35,1045,881,166,924,722,224,41,18,28,46,33,13
3/3/2024 23:40,1031,716,231,1142,879,241,27,24,16,34,39,13
3/3/2024 23:45,1013,595,153,922,551,118,60,28,13,62,30,19
3/3/2024 23:50,1065,864,247,767,642,294,52,27,9,66,35,22
3/3/2024 23:55,1166,882,247,1126,829,196,60,22,8,53,35,8
3/4/2024 0:00,611,584,271,896,624,130,26,33,19,33,21,29
3/4/2024 0:05,653,498,163,672,834,169,67,16,30,22,26,15
3/4/2024 0:10,1055,818,269,1028,600,241,40,29,23,51,34,14
3/4/2024 0:15,1134,712,247,1008,731,232,52,39,19,44,39,14
3/4/2024 0:20,1149,595,300,756,841,270,40,30,22,42,20,23
3/4/2024 0:25,734,579,187,802,516,190,60,39,10,27,40,10
3/4/2024 0:30,719,641,255,608,707,156,39,37,22,48,15,25
3/4/2024 0:35,889,570,239,711,579,207,34,37,24,47,32,9
3/4/2024 0:40,880,523,171,1102,918,212,39,25,28,28,14,22
3/4/2024 0:45,888,825,263,783,918,115,45,40,10,27,14,30
3/4/2024 0:50,951,724,214,1165,903,189,49,15,13,58,25,8
3/4/2024 0:55,1097,558,257,814,897,281,23,26,20,61,15,30
3/4/2024 1:00,907,459,229,1042,740,245,50,40,10,47,33,13
3/4/2024 1:05,831,776,233,1009,725,144,25,34,28,61,18,10
3/4/2024 1:10,965,718,253,801,597,166,22,30,16,42,25,22
3/4/2024 1:15,1125,469,255,985,872,158,47,18,10,68,15,10
3/4/2024 1:20,723,764,198,769,533,284,29,36,13,63,36,23
3/4/2024 1:25,1128,689,231,980,809,108,49,15,15,46,22,10
3/4/2024 1:30,955,639,150,681,789,115,53,34,30,24,17,26
3/4/2024 1:35,663,760,131,844,620,292,60,36,23,53,31,29
3/4/2024 1:40,1112,723,137,734,574,238,25,24,10,64,33,22
3/4/2024 1:45,1065,756,143,906,890,137,62,41,10,31,19,13
3/4/2024 1:50,988,713,246,1179,813,215,23,21,13,35,25,19
3/4/2024 1:55,739,469,148,989,466,138,64,31,12,22,15,22
3/4/2024 2:00,673,605,233,779,860,133,39,32,30,37,18,30
3/4/2024 2:05,896,693,160,1196,549,279,53,25,21,43,27,14
3/4/2024 2:10,1129,840,167,1169,729,227,63,15,14,32,16,16
3/4/2024 2:15,824,724,108,680,919,179,46,28,19,51,35,27
3/4/2024 2:20,735,825,269,944,690,253,64,21,30,29,16,16
3/4/2024 2:25,785,610,282,1035,503,294,33,32,14,67,38,10
3/4/2024 2:30,1060,798,233,1063,715,261,68,23,11,63,14,11
3/4/2024 2:35,888,489,290,647,891,274,23,33,8,53,38,25
3/4/2024 2:40,851,831,104,804,568,207,29,17,14,24,41,16
3/4/2024 2:45,1168,870,137,908,716,129,42,40,9,51,32,12
3/4/2024 2:50,880,621,165,613,612,268,56,23,22,31,34,13
3/4/2024 2:55,926,537,192,843,609,258,38,41,30,45,30,30
3/4/2024 3:00,764,787,194,631,750,234,28,36,17,39,40,15
3/4/2024 3:05,768,784,187,1132,831,236,53,41,9,62,27,8
3/4/2024 3:10,696,917,194,869,917,157,39,40,9,39,14,19
3/4/2024 3:15,1195,909,281,1098,566,253,63,16,28,63,29,29
3/4/2024 3:20,1081,890,141,1001,487,189,41,14,8,60,36,8
3/4/2024 3:25,950,703,234,954,796,135,38,17,27,38,27,19
3/4/2024 3:30,1154,556,196,1035,462,289,39,19,19,57,15,16
3/4/2024 3:35,1152,678,136,945,683,289,58,26,19,22,18,11
3/4/2024 3:40,704,700,251,1086,483,293,64,20,30,59,27,29
3/4/2024 3:45,907,560,117,1065,574,232,38,28,20,55,26,8
3/4/2024 3:50,718,883,202,921,750,117,38,15,13,45,33,18
3/4/2024 3:55,709,846,208,620,714,229,30,26,25,42,19,22
3/4/2024 4:00,816,781,162,602,632,221,54,24,30,37,40,26
3/4/2024 4:05,894,553,179,749,725,262,24,37,12,23,17,25
3/4/2024 4:10,651,453,209,772,845,157,28,41,23,64,21,27
3/4/2024 4:15,1174,598,104,873,756,162,29,19,25,36,16,24
3/4/2024 4:20,865,725,185,779,453,172,40,19,15,66,34,29
3/4/2024 4:25,1156,605,126,882,740,224,65,32,9,44,22,29
3/4/2024 4:30,913,560,256,821,851,113,35,33,13,24,37,26
3/4/2024 4:35,710,465,244,1033,865,283,42,32,19,60,36,21
3/4/2024 4:40,772,622,277,1064,640,158,45,36,27,57,16,8
3/4/2024 4:45,1030,711,104,1187,603,126,27,35,16,22,30,23
3/4/2024 4:50,898,612,102,1082,676,137,31,21,21,24,36,12
3/4/2024 4:55,1192,806,112,825,565,188,50,40,22,59,21,17
3/4/2024 5:00,733,674,279,1088,614,215,39,28,10,57,40,13
3/4/2024 5:05,621,644,186,982,767,218,64,21,16,35,26,18
3/4/2024 5:10,731,602,260,879,484,195,34,29,18,66,30,26
3/4/2024 5:15,721,454,125,1092,825,119,39,38,29,43,26,18
3/4/2024 5:20,1046,822,248,754,758,233,57,25,14,31,36,18
3/4/2024 5:25,1094,522,110,967,762,148,43,26,22,68,33,21
3/4/2024 5:30,1149,700,120,718,692,180,67,26,30,26,41,13
3/4/2024 5:35,1155,616,230,891,565,198,22,14,20,60,22,10
3/4/2024 5:40,904,782,243,887,565,230,38,18,24,25,40,16
3/4/2024 5:45,643,496,156,847,849,239,60,25,15,30,31,22
3/4/2024 5:50,959,559,237,749,482,290,44,16,23,47,14,24
3/4/2024 5:55,821,735,240,665,585,278,58,29,18,34,16,10
3/4/2024 6:00,699,611,134,1129,682,103,53,15,27,50,30,14
3/4/2024 6:05,890,831,220,1114,890,121,61,21,18,46,36,24
3/4/2024 6:10,671,482,250,609,838,275,48,24,20,31,26,8
3/4/2024 6:15,1092,670,204,610,643,257,26,23,14,24,26,16
3/4/2024 6:20,1011,471,229,1134,852,164,64,34,19,39,27,21
3/4/2024 6:25,688,593,235,1052,785,223,43,37,21,48,37,10
3/4/2024 6:30,1120,749,152,685,794,300,60,40,28,52,21,29
3/4/2024 6:35,1136,644,198,1076,563,243,61,22,27,52,35,9
3/4/2024 6:40,1135,535,261,608,553,148,28,41,8,61,32,22
3/4/2024 6:45,943,792,150,779,494,126,51,18,30,25,27,21
3/4/2024 6:50,926,630,267,805,782,105,23,35,24,30,33,10
3/4/2024 6:55,657,474,118,714,757,230,34,25,23,64,25,17
3/4/2024 7:00,709,821,196,868,606,185,66,24,20,54,34,11
3/4/2024 7:05,673,659,232,789,677,236,27,18,10,27,27,22
3/4/2024 7:10,850,479,153,689,689,295,24,21,19,52,33,13
3/4/2024 7:15,1091,552,197,910,468,221,34,39,19,58,40,30
3/4/2024 7:20,600,798,128,802,737,250,22,25,19,56,15,23
3/4/2024 7:25,670,476,224,971,510,133,39,18,30,54,32,24
3/4/2024 7:30,807,795,151,692,544,178,44,34,30,61,29,18
3/4/2024 7:35,966,467,209,622,776,169,59,33,14,34,41,8
3/4/2024 7:40,856,550,136,1009,661,114,66,40,28,34,24,11
3/4/2024 7:45,710,469,161,1006,610,261,37,14,26,48,18,23
3/4/2024 7:50,830,641,248,986,890,288,44,32,28,29,22,26
3/4/2024 7:55,909,592,120,1187,764,181,33,24,11,63,30,21
3/4/2024 8:00,1028,859,210,997,469,204,46,17,18,51,41,24
3/4/2024 8:05,630,816,167,1140,648,213,59,34,11,42,14,28
3/4/2024 8:10,975,565,155,1006,686,279,63,40,17,56,37,23
3/4/2024 8:15,673,730,142,790,814,193,49,19,28,63,19,24
3/4/2024 8:20,856,644,181,846,591,270,34,40,16,68,35,17
3/4/2024 8:25,843,825,135,1106,700,215,34,15,11,47,20,26
3/4/2024 8:30,876,593,185,781,628,192,45,20,11,35,24,24
3/4/2024 8:35,1075,518,215,1189,696,274,53,23,24,50,40,12
3/4/2024 8:40,618,450,184,741,695,298,35,28,10,39,17,23
3/4/2024 8:45,1068,742,233,625,604,198,66,15,18,60,24,16
3/4/2024 8:50,1032,472,157,820,688,139,60,22,29,31,26,15
3/4/2024 8:55,783,460,253,720,567,213,60,40,18,57,28,28
3/4/2024 9:00,890,508,129,802,821,120,25,39,28,51,37,23
3/4/2024 9:05,750,506,158,1164,723,201,45,31,21,40,26,8
3/4/2024 9:10,1041,829,233,635,593,223,33,16,26,46,33,10
3/4/2024 9:15,1058,674,229,756,785,284,25,31,24,25,33,15
3/4/2024 9:20,1119,605,240,1047,526,164,34,29,29,31,24,13
3/4/2024 9:25,1178,794,185,1026,652,255,37,31,23,51,26,9
3/4/2024 9:30,780,561,148,1014,602,235,64,40,11,26,25,21
3/4/2024 9:35,1142,570,127,939,500,159,58,20,24,27,41,26
3/4/2024 9:40,831,843,224,712,867,235,45,23,15,26,20,16
3/4/2024 9:45,806,875,101,887,757,191,26,29,16,24,20,27
3/4/2024 9:50,925,790,178,953,880,273,37,28,25,59,23,29
3/4/2024 9:55,643,715,187,690,636,242,38,39,25,61,21,8
3/4/2024 10:00,682,825,168,1018,555,263,40,35,23,43,34,23
3/4/2024 10:05,661,871,159,949,884,197,62,14,24,45,18,8
3/4/2024 10:10,650,506,149,641,642,191,36,15,10,54,28,18
3/4/2024 10:15,638,655,223,750,674,207,37,38,30,49,28,10
3/4/2024 10:20,1032,667,286,1097,541,257,52,28,13,31,26,9
3/4/2024 10:25,729,747,108,1125,876,286,43,14,13,56,36,14
3/4/2024 10:30,962,758,125,1030,655,193,39,38,21,28,38,24
3/4/2024 10:35,679,898,240,965,458,245,65,16,20,26,31,11
3/4/2024 10:40,1119,823,118,974,718,139,58,37,17,36,31,17
3/4/2024 10:45,753,801,208,626,652,186,56,39,13,47,17,27
3/4/2024 10:50,946,794,278,810,647,199,67,22,11,55,19,24
3/4/2024 10:55,818,478,213,721,624,297,59,38,14,31,23,16
3/4/2024 11:00,1106,800,217,1151,808,211,24,33,11,47,32,16
